Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
56,2.90218e-58,0.132503,5000,1,14.9678,0.999023,0.000976562,0.0556641,0.0556641
57,2.89934e-58,0.132523,5000,0.998047,14.9629,0.998047,0,0.0654297,0.0654297
58,2.90502e-58,0.132483,5000,1,14.9521,1,0,0.0527344,0.0527344
59,2.90502e-58,0.132483,5000,1,14.9355,1,0,0.0605469,0.0605469
60,2.90502e-58,0.132483,5000,1,14.9219,1,0,0.0439453,0.0439453
61,2.90502e-58,0.132483,5000,1,14.9219,1,0,0.0517578,0.0517578
62,2.90218e-58,0.132497,5000,1,14.9229,1,0,0.0390625,0.0390625
63,2.90502e-58,0.132483,5000,1,14.9189,1,0,0.0556641,0.0556641
64,2.90502e-58,0.132483,5000,1,14.9131,1,0,0.0439453,0.0439453
65,2.90502e-58,0.132483,5000,1,14.9219,1,0,0.0556641,0.0556641
66,2.90502e-58,0.132483,5000,1,14.915,1,0,0.0390625,0.0390625
67,2.90502e-58,0.132483,5000,1,14.9219,1,0,0.0449219,0.0449219
68,2.90502e-58,0.132483,5000,1,14.918,1,0,0.0488281,0.0488281
69,2.90502e-58,0.132483,5000,1,14.9199,1,0,0.0498047,0.0498047
70,2.89934e-58,0.132523,5000,0.998047,14.9219,0.998047,0,0.0673828,0.0673828
71,2.90502e-58,0.132483,5000,1,14.9053,1,0,0.0419922,0.0419922
72,2.90218e-58,0.132503,5000,0.999023,14.917,0.999023,0,0.0605469,0.0605469
73,2.90502e-58,0.132483,5000,1,14.9141,1,0,0.0507812,0.0507812
74,2.90502e-58,0.132483,5000,1,14.8926,1,0,0.0449219,0.0449219
75,2.90502e-58,0.132483,5000,1,14.8818,1,0,0.0380859,0.0380859
76,2.90218e-58,0.132503,5000,1,14.8926,0.999023,0.000976562,0.0527344,0.0527344
77,2.90502e-58,0.132483,5000,1,14.9111,1,0,0.046875,0.046875
78,2.89934e-58,0.132523,5000,0.998047,14.9121,0.998047,0,0.0458984,0.0458984
79,2.90218e-58,0.132503,5000,0.999023,14.9248,0.999023,0,0.0400391,0.0400391
80,2.90502e-58,0.132483,5000,1,14.9375,1,0,0.0390625,0.0390625
81,2.90502e-58,0.132483,5000,1,14.9512,1,0,0.0537109,0.0537109
82,2.90502e-58,0.132483,5000,1,14.9492,1,0,0.0498047,0.0498047
83,2.90502e-58,0.132483,5000,1,14.9365,1,0,0.0517578,0.0517578
84,2.89934e-58,0.132523,5000,0.998047,14.9453,0.998047,0,0.0537109,0.0537109
85,2.90502e-58,0.132483,5000,1,14.959,1,0,0.0566406,0.0566406
86,2.90218e-58,0.132503,5000,0.999023,14.9648,0.999023,0,0.0410156,0.0410156
87,2.89934e-58,0.132522,5000,0.999023,14.9746,0.999023,0,0.0517578,0.0517578
88,2.90502e-58,0.132483,5000,1,14.9854,1,0,0.0566406,0.0566406
89,2.90502e-58,0.132483,5000,1,15.0039,1,0,0.0498047,0.0498047
90,2.90218e-58,0.132503,5000,0.999023,15.0049,0.999023,0,0.0527344,0.0527344
91,2.90502e-58,0.132483,5000,1,14.9795,1,0,0.046875,0.046875
92,2.90502e-58,0.132483,5000,1,14.9814,1,0,0.0546875,0.0546875
93,2.90218e-58,0.132503,5000,0.999023,15.0088,0.999023,0,0.0546875,0.0546875
94,2.90218e-58,0.132503,5000,0.999023,15,0.999023,0,0.0644531,0.0644531
95,2.90218e-58,0.132503,5000,0.999023,14.9775,0.999023,0,0.0537109,0.0537109
96,2.90502e-58,0.132483,5000,1,14.959,1,0,0.0458984,0.0458984
97,2.90218e-58,0.132503,5000,0.999023,14.9512,0.999023,0,0.0332031,0.0332031
98,2.90502e-58,0.132483,5000,1,14.9551,1,0,0.0527344,0.0527344
99,2.90502e-58,0.132483,5000,1,14.959,1,0,0.0478516,0.0478516
100,2.90502e-58,0.132483,5000,1,14.9473,1,0,0.0488281,0.0488281
101,2.90218e-58,0.132503,5000,0.999023,14.9395,0.999023,0,0.0556641,0.0556641
102,2.90218e-58,0.132503,5000,0.999023,14.9385,0.999023,0,0.0429688,0.0429688
103,2.90502e-58,0.132483,5000,1,14.9199,1,0,0.0498047,0.0498047
104,2.90218e-58,0.132503,5000,0.999023,14.9258,0.999023,0,0.0585938,0.0585938
105,2.90218e-58,0.132503,5000,0.999023,14.9072,0.999023,0,0.0351562,0.0351562
106,2.90502e-58,0.132483,5000,1,14.915,1,0,0.0361328,0.0361328
107,1.4472e-54,0.132488,5000,0.999023,14.9346,0.999023,0,0.0517578,0.0517578
108,1.30225e-53,0.132348,5000,1,14.9639,1,0,0.0625,0.0625
109,3.61731e-53,0.132106,5000,1,14.9551,1,0,0.0488281,0.0488281
110,7.08991e-53,0.131744,5000,1,14.9688,1,0,0.0410156,0.0410156
111,1.172e-52,0.131262,5000,1,14.9678,1,0,0.0693359,0.0693359
112,1.75077e-52,0.130678,5000,0.999023,15.0029,0.999023,0,0.0517578,0.0517578
113,2.44529e-52,0.129934,5000,1,15.0068,1,0,0.0576172,0.0576172
114,3.25556e-52,0.12909,5000,1,15.0264,1,0,0.0341797,0.0341797
115,4.18159e-52,0.128125,5000,1,15.0342,1,0,0.0537109,0.0537109
116,5.22336e-52,0.127039,5000,1,15.0508,1,0,0.0507812,0.0507812
117,6.38089e-52,0.125832,5000,1,15.0576,1,0,0.0507812,0.0507812
118,7.65418e-52,0.124505,5000,1,15.0664,1,0,0.0605469,0.0605469
119,9.04322e-52,0.123076,5000,0.999023,15.0654,0.999023,0,0.0595703,0.0595703
120,1.0548e-51,0.121508,5000,0.999023,15.0527,0.999023,0,0.0556641,0.0556641
121,1.21396e-51,0.119868,5000,0.998047,15.0254,0.998047,0,0.0527344,0.0527344
122,1.39048e-51,0.117989,5000,1,15.0107,1,0,0.0400391,0.0400391
123,1.48019e-51,0.117054,5000,1,15.0068,1,0,0.0507812,0.0507812
124,1.48164e-51,0.117039,5000,1,15.0039,1,0,0.0517578,0.0517578
125,1.47875e-51,0.117108,5000,0.998047,15.001,0.998047,0,0.0566406,0.0566406
126,1.48019e-51,0.117073,5000,0.999023,14.9971,0.999023,0,0.0390625,0.0390625
127,1.48164e-51,0.117039,5000,1,14.998,1,0,0.0458984,0.0458984
128,1.47875e-51,0.117088,5000,0.999023,14.9873,0.999023,0,0.0595703,0.0595703
129,1.48164e-51,0.117039,5000,1,14.9814,1,0,0.0410156,0.0410156
130,1.48164e-51,0.117039,5000,1,14.9912,1,0,0.0449219,0.0449219
131,1.48019e-51,0.117054,5000,1,14.9814,1,0,0.046875,0.046875
132,1.48019e-51,0.117054,5000,1,14.9834,1,0,0.046875,0.046875
133,1.48164e-51,0.117039,5000,1,14.9766,1,0,0.0439453,0.0439453
134,1.48164e-51,0.117039,5000,1,14.9727,1,0,0.0507812,0.0507812
135,1.48019e-51,0.117073,5000,0.999023,14.9697,0.999023,0,0.0527344,0.0527344
136,1.48164e-51,0.117039,5000,1,14.9648,1,0,0.0498047,0.0498047
137,1.48019e-51,0.117073,5000,0.999023,14.9648,0.999023,0,0.0576172,0.0576172
138,1.48164e-51,0.117039,5000,1,14.9668,1,0,0.0458984,0.0458984
139,1.48164e-51,0.117039,5000,1,14.9639,1,0,0.0507812,0.0507812
140,1.48164e-51,0.117039,5000,1,14.9541,1,0,0.0517578,0.0517578
141,1.48164e-51,0.117039,5000,1,14.9463,1,0,0.0673828,0.0673828
142,1.48164e-51,0.117039,5000,1,14.9482,1,0,0.0527344,0.0527344
143,1.48164e-51,0.117039,5000,1,14.9434,1,0,0.0380859,0.0380859
144,1.48019e-51,0.117073,5000,0.999023,14.9434,0.999023,0,0.0488281,0.0488281
145,1.48164e-51,0.117039,5000,1,14.9473,1,0,0.0410156,0.0410156
146,1.48019e-51,0.117073,5000,0.999023,14.9463,0.999023,0,0.0585938,0.0585938
147,1.48164e-51,0.117039,5000,1,14.9473,1,0,0.0458984,0.0458984
148,1.48164e-51,0.117039,5000,1,14.9326,1,0,0.0537109,0.0537109
149,1.48019e-51,0.117073,5000,0.999023,14.9238,0.999023,0,0.0517578,0.0517578
150,1.48164e-51,0.117039,5000,1,14.917,1,0,0.0478516,0.0478516
151,1.48164e-51,0.117039,5000,1,14.9092,1,0,0.0429688,0.0429688
152,1.48019e-51,0.117073,5000,0.999023,14.9023,0.999023,0,0.0498047,0.0498047
153,1.48019e-51,0.117054,5000,1,14.8916,1,0,0.0429688,0.0429688
154,1.47875e-51,0.117108,5000,0.998047,14.9023,0.998047,0,0.046875,0.046875
155,1.48075e-51,0.11704,5000,1,14.8965,1,0,0.0507812,0.0507812
156,1.48164e-51,0.117039,5000,1,14.8916,1,0,0.0498047,0.0498047
157,1.48164e-51,0.117039,5000,1,14.8828,1,0,0.0556641,0.0556641
158,1.48019e-51,0.117054,5000,1,14.8857,1,0,0.0556641,0.0556641
159,1.48164e-51,0.117039,5000,1,14.8838,1,0,0.0507812,0.0507812
160,1.48164e-51,0.117039,5000,1,14.8789,1,0,0.0429688,0.0429688
161,1.48019e-51,0.117054,5000,1,14.877,1,0,0.0498047,0.0498047
162,1.48164e-51,0.117039,5000,1,14.8545,1,0,0.0546875,0.0546875
163,1.48164e-51,0.117039,5000,1,14.8516,1,0,0.0498047,0.0498047
164,1.48164e-51,0.117039,5000,1,14.8555,1,0,0.0488281,0.0488281
165,1.48164e-51,0.117039,5000,1,14.8691,1,0,0.046875,0.046875
166,1.47985e-51,0.117041,5000,1,14.8691,1,0,0.0488281,0.0488281
167,1.48075e-51,0.11704,5000,1,14.8682,1,0,0.0537109,0.0537109
168,1.48075e-51,0.11704,5000,1,14.8516,1,0,0.0566406,0.0566406
169,1.48019e-51,0.117073,5000,0.999023,14.8457,0.999023,0,0.0527344,0.0527344
170,1.47875e-51,0.117088,5000,1,14.8408,0.999023,0.000976562,0.0449219,0.0449219
171,1.48019e-51,0.117073,5000,0.999023,14.834,0.999023,0,0.0478516,0.0478516
172,1.48164e-51,0.117039,5000,1,14.8701,1,0,0.0371094,0.0371094
173,1.48164e-51,0.117039,5000,1,14.8779,1,0,0.0673828,0.0673828
174,1.48019e-51,0.117061,5000,1,14.8975,1,0,0.0390625,0.0390625
175,1.48164e-51,0.117039,5000,1,14.918,1,0,0.0488281,0.0488281
176,1.48019e-51,0.117054,5000,1,14.9121,1,0,0.0507812,0.0507812
177,1.4793e-51,0.117074,5000,1,14.9209,1,0.000976562,0.0478516,0.0478516
178,1.48019e-51,0.117073,5000,0.999023,14.9297,0.999023,0,0.0498047,0.0498047
179,1.48164e-51,0.117039,5000,1,14.9443,1,0,0.0458984,0.0458984
180,1.48164e-51,0.117039,5000,1,14.9199,1,0,0.0556641,0.0556641
181,1.4793e-51,0.117074,5000,0.999023,14.9082,0.999023,0,0.0507812,0.0507812
182,1.47641e-51,0.117104,5000,0.999023,14.915,0.999023,0,0.0458984,0.0458984
183,1.4793e-51,0.117055,5000,1,14.9297,1,0,0.0576172,0.0576172
184,1.4784e-51,0.117075,5000,1,14.9258,0.999023,0.000976562,0.0527344,0.0527344
185,1.4793e-51,0.117055,5000,1,14.9443,1,0,0.0576172,0.0576172
186,1.48075e-51,0.11704,5000,1,14.96,1,0,0.0429688,0.0429688
187,1.48164e-51,0.117039,5000,1,14.9629,1,0,0.0488281,0.0488281
188,1.48164e-51,0.117039,5000,1,14.9297,1,0,0.0537109,0.0537109
189,1.48019e-51,0.117054,5000,1,14.9307,1,0,0.0449219,0.0449219
190,1.48164e-51,0.117039,5000,1,14.9453,1,0,0.0498047,0.0498047
191,1.48164e-51,0.117039,5000,1,14.9658,1,0,0.0517578,0.0517578
192,1.48164e-51,0.117039,5000,1,14.958,1,0,0.0478516,0.0478516
193,1.48164e-51,0.117039,5000,1,14.9375,1,0,0.0449219,0.0449219
194,1.4773e-51,0.117103,5000,0.999023,14.9414,0.999023,0,0.0595703,0.0595703
195,1.48164e-51,0.117039,5000,1,14.9375,1,0,0.0498047,0.0498047
196,1.48164e-51,0.117039,5000,1,14.9355,1,0,0.0488281,0.0488281
197,1.48164e-51,0.117039,5000,1,14.9111,1,0,0.03125,0.03125
198,1.48164e-51,0.117039,5000,1,14.8994,1,0,0.0527344,0.0527344
199,1.48019e-51,0.117073,5000,0.999023,14.8916,0.999023,0,0.0449219,0.0449219
200,1.47875e-51,0.117108,5000,0.998047,14.9092,0.998047,0,0.0654297,0.0654297
201,1.48164e-51,0.117039,5000,1,14.9189,1,0,0.0517578,0.0517578
202,1.48019e-51,0.117073,5000,0.999023,14.916,0.999023,0,0.0585938,0.0585938
203,1.48164e-51,0.117039,5000,1,14.9229,1,0,0.0517578,0.0517578
204,1.48164e-51,0.117039,5000,1,14.9355,1,0,0.0498047,0.0498047
205,1.48164e-51,0.117039,5000,1,14.9141,1,0,0.0507812,0.0507812
206,1.48164e-51,0.117039,5000,1,14.8896,1,0,0.0488281,0.0488281
207,1.48019e-51,0.117054,5000,1,14.8809,1,0,0.0585938,0.0585938
208,1.48164e-51,0.117039,5000,1,14.8799,1,0,0.0566406,0.0566406
209,1.48019e-51,0.117073,5000,0.999023,14.8916,0.999023,0,0.0546875,0.0546875
210,1.48019e-51,0.117054,5000,1,14.9121,1,0,0.0625,0.0625
211,1.48019e-51,0.117073,5000,1,14.8838,0.999023,0.000976562,0.0498047,0.0498047
212,1.48164e-51,0.117039,5000,1,14.877,1,0,0.0507812,0.0507812
213,1.48164e-51,0.117039,5000,1,14.8848,1,0,0.0400391,0.0400391
214,1.48019e-51,0.117054,5000,1,14.8701,1,0,0.0488281,0.0488281
215,1.48164e-51,0.117039,5000,1,14.873,1,0,0.0419922,0.0419922
216,1.48164e-51,0.117039,5000,1,14.8398,1,0,0.0605469,0.0605469
217,1.48019e-51,0.117054,5000,1,14.8467,1,0,0.0488281,0.0488281
218,1.48164e-51,0.117039,5000,1,14.8711,1,0,0.0517578,0.0517578
219,1.48019e-51,0.117073,5000,0.999023,14.8701,0.999023,0,0.0605469,0.0605469
220,1.48164e-51,0.117039,5000,1,14.9014,1,0,0.0644531,0.0644531
221,1.47875e-51,0.117069,5000,1,14.9043,1,0,0.0371094,0.0371094
222,1.48164e-51,0.117039,5000,1,14.9004,1,0,0.0380859,0.0380859
223,1.48164e-51,0.117039,5000,1,14.873,1,0,0.0498047,0.0498047
224,1.48019e-51,0.117073,5000,0.999023,14.8779,0.999023,0,0.0517578,0.0517578
225,1.4773e-51,0.117151,5000,0.998047,14.8838,0.998047,0,0.0419922,0.0419922
226,1.48019e-51,0.117073,5000,0.999023,14.8623,0.999023,0,0.0458984,0.0458984
227,1.48164e-51,0.117039,5000,1,14.8516,1,0,0.0458984,0.0458984
228,1.48164e-51,0.117039,5000,1,14.8369,1,0,0.0478516,0.0478516
229,1.48164e-51,0.117039,5000,1,14.8408,1,0,0.0546875,0.0546875
230,1.48019e-51,0.117073,5000,0.999023,14.8379,0.999023,0,0.0439453,0.0439453
231,1.48019e-51,0.117054,5000,1,14.8369,1,0,0.0546875,0.0546875
232,1.48019e-51,0.117073,5000,0.999023,14.8672,0.999023,0,0.0410156,0.0410156
233,1.48019e-51,0.117067,5000,1,14.8809,1,0,0.0634766,0.0634766
234,1.48019e-51,0.117073,5000,0.999023,14.8926,0.999023,0,0.0527344,0.0527344
235,1.47875e-51,0.117088,5000,0.999023,14.8818,0.999023,0,0.0488281,0.0488281
236,1.48164e-51,0.117039,5000,1,14.8838,1,0,0.0478516,0.0478516
237,1.47875e-51,0.117088,5000,0.999023,14.875,0.999023,0,0.0478516,0.0478516
238,1.48164e-51,0.117039,5000,1,14.8828,1,0,0.0498047,0.0498047
239,1.48019e-51,0.117073,5000,0.999023,14.8721,0.999023,0,0.0458984,0.0458984
240,1.48164e-51,0.117039,5000,1,14.8877,1,0,0.046875,0.046875
241,1.48164e-51,0.117039,5000,1,14.8877,1,0,0.0517578,0.0517578
242,1.48019e-51,0.117054,5000,1,14.915,1,0,0.0605469,0.0605469
243,1.48164e-51,0.117039,5000,1,14.8984,1,0,0.0419922,0.0419922
244,1.48164e-51,0.117039,5000,1,14.9092,1,0,0.0439453,0.0439453
245,1.48164e-51,0.117039,5000,1,14.9102,1,0,0.0517578,0.0517578
246,1.48019e-51,0.117073,5000,1,14.9404,1,0.000976562,0.0517578,0.0517578
247,1.48075e-51,0.11704,5000,1,14.9082,1,0,0.046875,0.046875
248,1.48164e-51,0.117039,5000,1,14.9023,1,0,0.0478516,0.0478516
249,1.47875e-51,0.117069,5000,1,14.8926,1,0,0.0566406,0.0566406
250,1.48164e-51,0.117039,5000,1,14.8682,1,0,0.0371094,0.0371094
251,1.48019e-51,0.117054,5000,1,14.8379,1,0,0.0507812,0.0507812
252,1.48164e-51,0.117039,5000,1,14.8037,1,0,0.0537109,0.0537109
253,1.48164e-51,0.117039,5000,1,14.7725,1,0,0.0488281,0.0488281
254,1.48019e-51,0.117073,5000,0.999023,14.7656,0.999023,0,0.0527344,0.0527344
255,1.48164e-51,0.117039,5000,1,14.792,1,0,0.0654297,0.0654297
256,1.47875e-51,0.117088,5000,0.999023,14.7441,0.999023,0,0.0498047,0.0498047
257,1.48075e-51,0.11704,5000,1,14.7656,1,0,0.0507812,0.0507812
258,1.48164e-51,0.117039,5000,1,14.7764,1,0,0.0566406,0.0566406
259,1.48019e-51,0.117073,5000,0.999023,14.7676,0.999023,0,0.0517578,0.0517578
260,1.48164e-51,0.117039,5000,1,14.752,1,0,0.0566406,0.0566406
261,1.48164e-51,0.117039,5000,1,14.748,1,0,0.0488281,0.0488281
262,1.48019e-51,0.117054,5000,1,14.7422,1,0,0.0458984,0.0458984
263,1.48019e-51,0.117073,5000,0.999023,14.7393,0.999023,0,0.0595703,0.0595703
264,1.48164e-51,0.117039,5000,1,14.7559,1,0,0.0478516,0.0478516
265,1.48019e-51,0.117073,5000,0.999023,14.7598,0.999023,0,0.0625,0.0625
266,1.47875e-51,0.117088,5000,0.999023,14.7412,0.999023,0,0.046875,0.046875
267,1.47875e-51,0.117095,5000,0.999023,14.7598,0.999023,0,0.046875,0.046875
268,1.48164e-51,0.117039,5000,1,14.7314,1,0,0.0429688,0.0429688
269,1.48019e-51,0.117073,5000,1,14.75,0.999023,0.000976562,0.0527344,0.0527344
270,1.48019e-51,0.117054,5000,1,14.7334,1,0,0.0458984,0.0458984
271,1.48019e-51,0.117054,5000,1,14.7275,1,0,0.0537109,0.0537109
272,1.48019e-51,0.117054,5000,1,14.7236,1,0,0.0585938,0.0585938
273,1.48164e-51,0.117039,5000,1,14.7422,1,0,0.0429688,0.0429688
274,1.48164e-51,0.117039,5000,1,14.7334,1,0,0.0537109,0.0537109
275,1.48164e-51,0.117039,5000,1,14.748,1,0,0.0439453,0.0439453
276,1.48019e-51,0.117073,5000,0.999023,14.7656,0.999023,0,0.0400391,0.0400391
277,1.48164e-51,0.117039,5000,1,14.7695,1,0,0.0478516,0.0478516
278,1.48164e-51,0.117039,5000,1,14.7842,1,0,0.0517578,0.0517578
279,1.48164e-51,0.117039,5000,1,14.8086,1,0,0.0546875,0.0546875
280,1.48164e-51,0.117039,5000,1,14.8154,1,0,0.0410156,0.0410156
281,1.47875e-51,0.117116,5000,0.999023,14.8086,0.999023,0,0.0400391,0.0400391
282,1.48019e-51,0.117054,5000,1,14.8086,1,0,0.0556641,0.0556641
283,1.4793e-51,0.117074,5000,1,14.7637,0.999023,0.000976562,0.0527344,0.0527344
284,1.48164e-51,0.117039,5000,1,14.7588,1,0,0.0517578,0.0517578
285,1.48019e-51,0.117073,5000,1,14.7158,0.999023,0.000976562,0.0556641,0.0556641
286,1.48164e-51,0.117039,5000,1,14.6953,1,0,0.0419922,0.0419922
287,1.48019e-51,0.117073,5000,0.999023,14.7061,0.999023,0,0.0419922,0.0419922
288,1.48164e-51,0.117039,5000,1,14.6982,1,0,0.0478516,0.0478516
289,1.48164e-51,0.117039,5000,1,14.7109,1,0,0.0488281,0.0488281
290,1.48164e-51,0.117039,5000,1,14.7012,1,0,0.0517578,0.0517578
291,1.48164e-51,0.117039,5000,1,14.7236,1,0,0.0449219,0.0449219
292,1.48164e-51,0.117039,5000,1,14.7275,1,0,0.0488281,0.0488281
293,1.48019e-51,0.117073,5000,1,14.7598,0.999023,0.000976562,0.0371094,0.0371094
294,1.48019e-51,0.117054,5000,1,14.7607,1,0,0.0449219,0.0449219
295,1.48164e-51,0.117039,5000,1,14.7568,1,0,0.0488281,0.0488281
296,1.48164e-51,0.117039,5000,1,14.751,1,0,0.0498047,0.0498047
297,1.48164e-51,0.117039,5000,1,14.7461,1,0,0.0458984,0.0458984
298,1.48164e-51,0.117039,5000,1,14.7471,1,0,0.0517578,0.0517578
299,1.48019e-51,0.117073,5000,0.999023,14.7793,0.999023,0,0.0419922,0.0419922
300,1.48164e-51,0.117039,5000,1,14.7891,1,0,0.0322266,0.0322266
301,1.48164e-51,0.117039,5000,1,14.8252,1,0,0.0410156,0.0410156
302,1.48164e-51,0.117039,5000,1,14.8105,1,0,0.0429688,0.0429688
303,1.48164e-51,0.117039,5000,1,14.8311,1,0,0.0556641,0.0556641
304,1.48164e-51,0.117039,5000,1,14.8652,1,0,0.046875,0.046875
305,1.48164e-51,0.117039,5000,1,14.9043,1,0,0.0458984,0.0458984
306,1.48164e-51,0.117039,5000,1,14.9092,1,0,0.0556641,0.0556641
307,1.48164e-51,0.117039,5000,1,14.876,1,0,0.0546875,0.0546875
308,1.48164e-51,0.117039,5000,1,14.877,1,0,0.0566406,0.0566406
309,1.48019e-51,0.117054,5000,1,14.9219,1,0,0.046875,0.046875
310,1.48164e-51,0.117039,5000,1,14.9277,1,0,0.0458984,0.0458984
311,1.48164e-51,0.117039,5000,1,14.9531,1,0,0.0507812,0.0507812
312,1.48164e-51,0.117039,5000,1,14.9932,1,0,0.0537109,0.0537109
313,1.48019e-51,0.117073,5000,1,15.0039,0.999023,0.000976562,0.0566406,0.0566406
314,1.48164e-51,0.117039,5000,1,14.9893,1,0,0.046875,0.046875
315,1.48164e-51,0.117039,5000,1,14.957,1,0,0.0507812,0.0507812
316,1.48019e-51,0.117073,5000,0.999023,14.9795,0.999023,0,0.0507812,0.0507812
317,1.48019e-51,0.117054,5000,1,14.9863,1,0,0.0488281,0.0488281
318,1.48164e-51,0.117039,5000,1,14.9941,1,0,0.0439453,0.0439453
319,1.48164e-51,0.117039,5000,1,15.0146,1,0,0.0429688,0.0429688
320,1.48019e-51,0.117068,5000,1,14.9971,1,0,0.0498047,0.0498047
321,1.48164e-51,0.117039,5000,1,15.0205,1,0,0.0556641,0.0556641
322,1.47875e-51,0.117083,5000,1,14.9746,1,0,0.0605469,0.0605469
323,1.48164e-51,0.117039,5000,1,15.0078,1,0,0.0478516,0.0478516
324,1.48164e-51,0.117039,5000,1,15.0166,1,0,0.0537109,0.0537109
325,1.48164e-51,0.117039,5000,1,14.9941,1,0,0.0673828,0.0673828
