Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
5901,1.48019e-51,0.117073,5000,1.7334,15.3896,0.999023,0.734375,0.046875,0.046875
5902,1.48164e-51,0.117039,5000,1.74316,15.3271,1,0.743164,0.0400391,0.0400391
5903,1.48164e-51,0.117039,5000,1.7334,15.2598,1,0.733398,0.0576172,0.0576172
5904,1.48164e-51,0.117039,5000,1.73828,15.3076,1,0.738281,0.0478516,0.0478516
5905,1.48164e-51,0.117039,5000,1.73633,15.3125,1,0.736328,0.046875,0.046875
5906,1.47875e-51,0.117088,5000,1.74902,15.2705,0.999023,0.75,0.0517578,0.0517578
5907,1.48164e-51,0.117039,5000,1.75977,15.2471,1,0.759766,0.0537109,0.0537109
5908,1.48164e-51,0.117039,5000,1.75488,15.2363,1,0.754883,0.0537109,0.0537109
5909,1.48164e-51,0.117039,5000,1.74121,15.3213,1,0.741211,0.0390625,0.0390625
5910,1.48164e-51,0.117039,5000,1.72852,15.3311,1,0.728516,0.0410156,0.0410156
5911,1.48019e-51,0.117073,5000,1.72656,15.3174,0.999023,0.727539,0.0458984,0.0458984
5912,1.47875e-51,0.117108,5000,1.72559,15.3867,0.998047,0.727539,0.0527344,0.0527344
5913,1.48164e-51,0.117039,5000,1.74023,15.3975,1,0.740234,0.0546875,0.0546875
5914,1.48019e-51,0.117054,5000,1.73828,15.4053,1,0.738281,0.0390625,0.0390625
5915,1.48164e-51,0.117039,5000,1.75391,15.4473,1,0.753906,0.046875,0.046875
5916,1.48019e-51,0.117068,5000,1.76074,15.4229,1,0.760742,0.0537109,0.0537109
5917,1.48164e-51,0.117039,5000,1.76367,15.4189,1,0.763672,0.0498047,0.0498047
5918,1.48019e-51,0.117073,5000,1.75781,15.4609,0.999023,0.758789,0.0527344,0.0527344
5919,1.48164e-51,0.117039,5000,1.75586,15.4062,1,0.755859,0.0458984,0.0458984
5920,1.48164e-51,0.117039,5000,1.75879,15.3926,1,0.758789,0.0332031,0.0332031
5921,1.48164e-51,0.117039,5000,1.75586,15.4121,1,0.755859,0.0478516,0.0478516
5922,1.48164e-51,0.117039,5000,1.76074,15.4473,1,0.760742,0.0585938,0.0585938
5923,1.48164e-51,0.117039,5000,1.75781,15.4814,1,0.757812,0.0556641,0.0556641
5924,1.48164e-51,0.117039,5000,1.74023,15.5996,1,0.740234,0.0576172,0.0576172
5925,1.48164e-51,0.117039,5000,1.74805,15.6094,1,0.748047,0.0517578,0.0517578
5926,1.47875e-51,0.117069,5000,1.74219,15.627,1,0.742188,0.0458984,0.0458984
5927,1.48019e-51,0.117054,5000,1.76562,15.6396,1,0.765625,0.0673828,0.0673828
5928,1.48075e-51,0.11704,5000,1.75781,15.6963,1,0.757812,0.0449219,0.0449219
5929,1.4784e-51,0.117075,5000,1.74219,15.7217,0.999023,0.743164,0.0654297,0.0654297
5930,1.48075e-51,0.11704,5000,1.72461,15.707,1,0.724609,0.0400391,0.0400391
5931,1.48019e-51,0.117054,5000,1.71875,15.7227,1,0.71875,0.0566406,0.0566406
5932,1.48019e-51,0.117073,5000,1.71484,15.7031,0.999023,0.71582,0.0556641,0.0556641
5933,1.48019e-51,0.117073,5000,1.70312,15.6924,0.999023,0.704102,0.0585938,0.0585938
5934,1.48164e-51,0.117039,5000,1.72266,15.6709,1,0.722656,0.0419922,0.0419922
5935,1.48164e-51,0.117039,5000,1.73047,15.6006,1,0.730469,0.0527344,0.0527344
5936,1.48019e-51,0.117054,5000,1.73047,15.5947,1,0.730469,0.0537109,0.0537109
5937,1.48164e-51,0.117039,5000,1.74512,15.5703,1,0.745117,0.0566406,0.0566406
5938,1.48164e-51,0.117039,5000,1.75586,15.5723,1,0.755859,0.0507812,0.0507812
5939,1.48019e-51,0.117073,5000,1.7627,15.5654,0.999023,0.763672,0.0419922,0.0419922
5940,1.48019e-51,0.117054,5000,1.75293,15.5234,1,0.75293,0.0634766,0.0634766
5941,1.47875e-51,0.117108,5000,1.76562,15.4873,0.998047,0.767578,0.0458984,0.0458984
5942,1.47875e-51,0.117116,5000,1.77148,15.5156,0.999023,0.772461,0.0439453,0.0439453
5943,1.48164e-51,0.117039,5000,1.77148,15.5283,1,0.771484,0.0585938,0.0585938
5944,1.48164e-51,0.117039,5000,1.78809,15.6143,1,0.788086,0.0302734,0.0302734
5945,1.47585e-51,0.117158,5000,1.78418,15.6787,0.99707,0.787109,0.0605469,0.0605469
5946,1.4793e-51,0.117061,5000,1.80371,15.6602,1,0.803711,0.0595703,0.0595703
5947,1.48019e-51,0.117054,5000,1.80371,15.666,1,0.803711,0.0566406,0.0566406
5948,1.48164e-51,0.117039,5000,1.78125,15.7246,1,0.78125,0.046875,0.046875
5949,1.47875e-51,0.117088,5000,1.77832,15.7207,1,0.779297,0.0595703,0.0595703
5950,1.48164e-51,0.117039,5000,1.76855,15.7441,1,0.768555,0.0537109,0.0537109
5951,1.48019e-51,0.117061,5000,1.76758,15.7852,1,0.767578,0.0576172,0.0576172
5952,1.48019e-51,0.117073,5000,1.76562,15.8154,0.999023,0.766602,0.0585938,0.0585938
5953,1.48164e-51,0.117039,5000,1.78418,15.8193,1,0.78418,0.046875,0.046875
5954,1.48164e-51,0.117039,5000,1.7959,15.7803,1,0.795898,0.0429688,0.0429688
5955,1.48164e-51,0.117039,5000,1.79004,15.8281,1,0.790039,0.0576172,0.0576172
5956,1.48019e-51,0.117073,5000,1.77148,15.7148,0.999023,0.772461,0.0458984,0.0458984
5957,1.48164e-51,0.117039,5000,1.7666,15.7373,1,0.766602,0.0566406,0.0566406
5958,1.48164e-51,0.117039,5000,1.7627,15.6758,1,0.762695,0.046875,0.046875
5959,1.48164e-51,0.117039,5000,1.75684,15.6631,1,0.756836,0.0498047,0.0498047
5960,1.48019e-51,0.117054,5000,1.75684,15.7334,1,0.756836,0.0400391,0.0400391
5961,1.4793e-51,0.117074,5000,1.74609,15.7705,0.999023,0.74707,0.0449219,0.0449219
5962,1.47985e-51,0.117041,5000,1.74316,15.7949,1,0.743164,0.0615234,0.0615234
5963,1.48164e-51,0.117039,5000,1.7373,15.7949,1,0.737305,0.0478516,0.0478516
5964,1.48164e-51,0.117039,5000,1.72852,15.8008,1,0.728516,0.0517578,0.0517578
5965,1.48164e-51,0.117039,5000,1.72168,15.8086,1,0.72168,0.0517578,0.0517578
5966,1.48019e-51,0.117054,5000,1.71094,15.8281,1,0.710938,0.0615234,0.0615234
5967,1.48164e-51,0.117039,5000,1.72461,15.8096,1,0.724609,0.0498047,0.0498047
5968,1.48164e-51,0.117039,5000,1.7334,15.7568,1,0.733398,0.0458984,0.0458984
5969,1.47585e-51,0.117158,5000,1.7207,15.7441,0.99707,0.723633,0.0595703,0.0595703
5970,1.47875e-51,0.117108,5000,1.72363,15.8213,0.998047,0.725586,0.0410156,0.0410156
5971,1.48164e-51,0.117039,5000,1.73828,15.8545,1,0.738281,0.0498047,0.0498047
5972,1.48164e-51,0.117039,5000,1.75098,15.9004,1,0.750977,0.0488281,0.0488281
5973,1.48019e-51,0.117061,5000,1.75,15.8916,1,0.75,0.0566406,0.0566406
5974,1.48019e-51,0.117054,5000,1.74609,15.9473,1,0.746094,0.0556641,0.0556641
5975,1.48019e-51,0.117073,5000,1.74609,15.9434,0.999023,0.74707,0.0654297,0.0654297
5976,1.48164e-51,0.117039,5000,1.74609,15.9697,1,0.746094,0.0400391,0.0400391
5977,1.48106e-51,0.117039,5000,1.74902,15.958,1.00098,0.748047,0.0644531,0.0644531
5978,1.48106e-51,0.117039,5000,1.75098,15.8916,1.00098,0.75,0.0517578,0.0517578
5979,1.48164e-51,0.117039,5000,1.75,15.8525,1,0.75,0.0458984,0.0458984
5980,1.48019e-51,0.117054,5000,1.72949,15.876,1,0.729492,0.0498047,0.0498047
5981,1.48019e-51,0.117054,5000,1.74219,15.8994,1,0.742188,0.0654297,0.0654297
5982,1.48164e-51,0.117039,5000,1.74609,15.8477,1,0.746094,0.0498047,0.0498047
5983,1.48019e-51,0.117073,5000,1.73438,15.8154,1,0.735352,0.0478516,0.0478516
5984,1.48164e-51,0.117039,5000,1.72559,15.8535,1,0.725586,0.0458984,0.0458984
5985,1.48164e-51,0.117039,5000,1.72852,15.8105,1,0.728516,0.0527344,0.0527344
5986,1.48019e-51,0.117073,5000,1.74121,15.791,0.999023,0.742188,0.0458984,0.0458984
5987,1.48164e-51,0.117039,5000,1.73242,15.7939,1,0.732422,0.0546875,0.0546875
5988,1.48164e-51,0.117039,5000,1.74707,15.79,1,0.74707,0.0546875,0.0546875
5989,1.47875e-51,0.117076,5000,1.74805,15.7119,1,0.748047,0.0537109,0.0537109
5990,1.48164e-51,0.117039,5000,1.76562,15.8232,1,0.765625,0.0498047,0.0498047
5991,1.48164e-51,0.117039,5000,1.7793,15.8594,1,0.779297,0.0449219,0.0449219
5992,1.48164e-51,0.117039,5000,1.79492,15.8799,1,0.794922,0.0517578,0.0517578
5993,1.48019e-51,0.117054,5000,1.78906,15.8486,1,0.789062,0.0537109,0.0537109
5994,1.48019e-51,0.117054,5000,1.78125,15.9082,1,0.78125,0.0478516,0.0478516
5995,1.48164e-51,0.117039,5000,1.78906,15.8662,1,0.789062,0.0410156,0.0410156
5996,1.48164e-51,0.117039,5000,1.78223,15.9492,1,0.782227,0.0458984,0.0458984
5997,1.48164e-51,0.117039,5000,1.79785,15.8926,1,0.797852,0.046875,0.046875
5998,1.48164e-51,0.117039,5000,1.80664,15.9121,1,0.806641,0.0556641,0.0556641
5999,1.48164e-51,0.117039,5000,1.80469,15.9014,1,0.804688,0.0644531,0.0644531
6000,1.48019e-51,0.117054,5000,1.80176,15.8672,1,0.801758,0.0507812,0.0507812
6001,1.48019e-51,0.117054,5000,1.79883,15.9131,1,0.798828,0.0498047,0.0498047
6002,1.48164e-51,0.117039,5000,1.81055,15.9072,1,0.810547,0.0498047,0.0498047
6003,1.47875e-51,0.117069,5000,1.80176,15.9521,1,0.801758,0.0576172,0.0576172
6004,1.48164e-51,0.117039,5000,1.79297,15.9131,1,0.792969,0.0458984,0.0458984
6005,1.48164e-51,0.117039,5000,1.78418,15.9111,1,0.78418,0.0527344,0.0527344
6006,1.48019e-51,0.117061,5000,1.79395,15.8633,1,0.793945,0.0488281,0.0488281
6007,1.48019e-51,0.117054,5000,1.77832,15.876,1,0.77832,0.0380859,0.0380859
6008,1.48019e-51,0.117073,5000,1.77734,15.96,0.999023,0.77832,0.0498047,0.0498047
6009,1.48019e-51,0.117054,5000,1.7998,15.9326,1,0.799805,0.0419922,0.0419922
6010,1.48164e-51,0.117039,5000,1.80566,15.9648,1,0.805664,0.0556641,0.0556641
6011,1.48164e-51,0.117039,5000,1.78516,16.0146,1,0.785156,0.0576172,0.0576172
6012,1.48019e-51,0.117073,5000,1.77344,16.0361,0.999023,0.774414,0.0449219,0.0449219
6013,1.48019e-51,0.117073,5000,1.77246,16.0518,0.999023,0.773438,0.0537109,0.0537109
6014,1.48164e-51,0.117039,5000,1.76855,16.1455,1,0.768555,0.0410156,0.0410156
6015,1.48164e-51,0.117039,5000,1.77051,16.1367,1,0.770508,0.0507812,0.0507812
6016,1.48164e-51,0.117039,5000,1.74707,16.1416,1,0.74707,0.0537109,0.0537109
6017,1.4773e-51,0.11711,5000,1.75,16.0879,0.999023,0.750977,0.0615234,0.0615234
6018,1.47875e-51,0.117108,5000,1.74121,16.1582,0.998047,0.743164,0.0712891,0.0712891
6019,1.47875e-51,0.117108,5000,1.73535,16.1445,0.998047,0.737305,0.0488281,0.0488281
6020,1.47875e-51,0.117103,5000,1.72656,16.1025,1,0.726562,0.0576172,0.0576172
6021,1.48164e-51,0.117039,5000,1.71582,16.0557,1,0.71582,0.0351562,0.0351562
6022,1.48019e-51,0.117054,5000,1.73145,16.1318,1,0.731445,0.0410156,0.0410156
6023,1.48058e-51,0.11704,5000,1.70996,16.1055,1.00098,0.708984,0.0634766,0.0634766
6024,1.48058e-51,0.11704,5000,1.70801,16.0488,1.00098,0.707031,0.0449219,0.0449219
6025,1.48164e-51,0.117039,5000,1.69824,16.1514,1,0.698242,0.0410156,0.0410156
6026,1.48164e-51,0.117039,5000,1.71387,16.1211,1,0.713867,0.0507812,0.0507812
6027,1.48164e-51,0.117039,5000,1.72168,16.1377,1,0.72168,0.0517578,0.0517578
6028,1.4793e-51,0.117074,5000,1.71387,16.1484,0.999023,0.714844,0.0507812,0.0507812
6029,1.48019e-51,0.117073,5000,1.71094,16.1133,0.999023,0.711914,0.0449219,0.0449219
6030,1.48019e-51,0.117054,5000,1.70312,16.1035,1,0.703125,0.0537109,0.0537109
6031,1.48164e-51,0.117039,5000,1.71289,16.0029,1,0.712891,0.046875,0.046875
6032,1.48164e-51,0.117039,5000,1.68652,16.0586,1,0.686523,0.0449219,0.0449219
6033,1.48164e-51,0.117039,5000,1.68652,16.0195,1,0.686523,0.0478516,0.0478516
6034,1.48164e-51,0.117039,5000,1.68555,16,1,0.685547,0.0439453,0.0439453
6035,1.48164e-51,0.117039,5000,1.68262,16.001,1,0.682617,0.0400391,0.0400391
6036,1.48019e-51,0.117054,5000,1.69043,15.9395,1,0.69043,0.0478516,0.0478516
6037,1.48164e-51,0.117039,5000,1.69434,15.9824,1,0.694336,0.0517578,0.0517578
6038,1.48019e-51,0.117073,5000,1.67676,15.9873,0.999023,0.677734,0.0576172,0.0576172
6039,1.48019e-51,0.117073,5000,1.66406,15.9727,0.999023,0.665039,0.0537109,0.0537109
6040,1.48019e-51,0.117073,5000,1.67383,15.9365,0.999023,0.674805,0.0664062,0.0664062
6041,1.48164e-51,0.117039,5000,1.67578,15.959,1,0.675781,0.0498047,0.0498047
6042,1.48164e-51,0.117039,5000,1.67969,16.0713,1,0.679688,0.0498047,0.0498047
6043,1.48164e-51,0.117039,5000,1.66992,16.0879,1,0.669922,0.0585938,0.0585938
6044,1.48164e-51,0.117039,5000,1.66309,15.9678,1,0.663086,0.0595703,0.0595703
6045,1.48164e-51,0.117039,5000,1.6582,15.8916,1,0.658203,0.0439453,0.0439453
6046,1.48164e-51,0.117039,5000,1.66602,15.8955,1,0.666016,0.0410156,0.0410156
6047,1.48164e-51,0.117039,5000,1.65723,15.8633,1,0.657227,0.0449219,0.0449219
6048,1.48164e-51,0.117039,5000,1.65332,15.8291,1,0.65332,0.0419922,0.0419922
6049,1.48164e-51,0.117039,5000,1.63086,15.8682,1,0.630859,0.0615234,0.0615234
6050,1.48164e-51,0.117039,5000,1.60645,15.8418,1,0.606445,0.0546875,0.0546875
6051,1.48164e-51,0.117039,5000,1.625,15.7471,1,0.625,0.0429688,0.0429688
6052,1.48019e-51,0.117073,5000,1.61719,15.7354,0.999023,0.618164,0.0498047,0.0498047
6053,1.48164e-51,0.117039,5000,1.64062,15.7285,1,0.640625,0.0498047,0.0498047
6054,1.48164e-51,0.117039,5000,1.65527,15.748,1,0.655273,0.0429688,0.0429688
6055,1.48164e-51,0.117039,5000,1.64258,15.7588,1,0.642578,0.0488281,0.0488281
6056,1.47875e-51,0.117076,5000,1.64062,15.7588,1,0.640625,0.0498047,0.0498047
6057,1.47968e-51,0.117041,5000,1.62793,15.7129,1.00098,0.626953,0.0605469,0.0605469
6058,1.47768e-51,0.117109,5000,1.63281,15.6816,0.999023,0.633789,0.0566406,0.0566406
6059,1.48019e-51,0.117073,5000,1.65723,15.7314,0.999023,0.658203,0.046875,0.046875
6060,1.48164e-51,0.117039,5000,1.65234,15.708,1,0.652344,0.0566406,0.0566406
6061,1.48164e-51,0.117039,5000,1.64355,15.7021,1,0.643555,0.0537109,0.0537109
6062,1.48164e-51,0.117039,5000,1.65527,15.7139,1,0.655273,0.0576172,0.0576172
6063,1.48164e-51,0.117039,5000,1.66699,15.6943,1,0.666992,0.0361328,0.0361328
6064,1.48164e-51,0.117039,5000,1.64941,15.6924,1,0.649414,0.0605469,0.0605469
6065,1.48164e-51,0.117039,5000,1.65234,15.6758,1,0.652344,0.0576172,0.0576172
6066,1.48164e-51,0.117039,5000,1.63086,15.6445,1,0.630859,0.0410156,0.0410156
6067,1.48164e-51,0.117039,5000,1.6377,15.7393,1,0.637695,0.0517578,0.0517578
6068,1.48019e-51,0.117073,5000,1.63281,15.8008,0.999023,0.633789,0.0498047,0.0498047
6069,1.48164e-51,0.117039,5000,1.64551,15.8057,1,0.645508,0.0585938,0.0585938
6070,1.48164e-51,0.117039,5000,1.64551,15.7998,1,0.645508,0.0546875,0.0546875
6071,1.48019e-51,0.117073,5000,1.66504,15.832,0.999023,0.666016,0.0429688,0.0429688
6072,1.48164e-51,0.117039,5000,1.65234,15.8301,1,0.652344,0.0380859,0.0380859
6073,1.48164e-51,0.117039,5000,1.66699,15.8291,1,0.666992,0.0546875,0.0546875
6074,1.48164e-51,0.117039,5000,1.66113,15.8477,1,0.661133,0.0507812,0.0507812
6075,1.48164e-51,0.117039,5000,1.6709,15.7539,1,0.670898,0.0566406,0.0566406
6076,1.48164e-51,0.117039,5000,1.66895,15.8203,1,0.668945,0.0410156,0.0410156
6077,1.48164e-51,0.117039,5000,1.67188,15.7803,1,0.671875,0.0429688,0.0429688
6078,1.47875e-51,0.117088,5000,1.66895,15.7354,0.999023,0.669922,0.0478516,0.0478516
6079,1.48164e-51,0.117039,5000,1.67578,15.7373,1,0.675781,0.0546875,0.0546875
6080,1.48164e-51,0.117039,5000,1.66699,15.7979,1,0.666992,0.0615234,0.0615234
6081,1.48019e-51,0.117073,5000,1.63379,15.7568,0.999023,0.634766,0.0488281,0.0488281
6082,1.48164e-51,0.117039,5000,1.62793,15.7207,1,0.62793,0.0546875,0.0546875
6083,1.48019e-51,0.117073,5000,1.62402,15.665,0.999023,0.625,0.0488281,0.0488281
6084,1.48164e-51,0.117039,5000,1.625,15.668,1,0.625,0.0410156,0.0410156
6085,1.48019e-51,0.117073,5000,1.60254,15.6221,0.999023,0.603516,0.046875,0.046875
6086,1.48164e-51,0.117039,5000,1.60449,15.5645,1,0.604492,0.0351562,0.0351562
6087,1.48164e-51,0.117039,5000,1.59863,15.5957,1,0.598633,0.0390625,0.0390625
6088,1.4793e-51,0.117074,5000,1.56445,15.6719,0.999023,0.56543,0.0498047,0.0498047
6089,1.47875e-51,0.117088,5000,1.55273,15.6484,0.999023,0.553711,0.0576172,0.0576172
6090,1.48164e-51,0.117039,5000,1.57422,15.6865,1,0.574219,0.0380859,0.0380859
6091,1.48019e-51,0.117054,5000,1.56836,15.7432,1,0.568359,0.0576172,0.0576172
6092,1.48164e-51,0.117039,5000,1.58301,15.7031,1,0.583008,0.0595703,0.0595703
6093,1.48164e-51,0.117039,5000,1.58398,15.6377,1,0.583984,0.0566406,0.0566406
6094,1.48164e-51,0.117039,5000,1.61133,15.6006,1,0.611328,0.0429688,0.0429688
6095,1.48164e-51,0.117039,5000,1.58398,15.5898,1,0.583984,0.0517578,0.0517578
6096,1.48019e-51,0.117073,5000,1.5752,15.5674,0.999023,0.576172,0.0566406,0.0566406
6097,1.48164e-51,0.117039,5000,1.5918,15.6016,1,0.591797,0.0615234,0.0615234
6098,1.48164e-51,0.117039,5000,1.60742,15.5645,1,0.607422,0.0410156,0.0410156
6099,1.48164e-51,0.117039,5000,1.5918,15.5723,1,0.591797,0.0556641,0.0556641
6100,1.48164e-51,0.117039,5000,1.58887,15.4619,1,0.588867,0.0439453,0.0439453
6101,1.48019e-51,0.117054,5000,1.5791,15.4609,1,0.579102,0.0605469,0.0605469
6102,1.48164e-51,0.117039,5000,1.58203,15.4932,1,0.582031,0.0507812,0.0507812
6103,1.48164e-51,0.117039,5000,1.60742,15.5127,1,0.607422,0.0507812,0.0507812
6104,1.48019e-51,0.117081,5000,1.5918,15.5557,1,0.591797,0.0615234,0.0615234
6105,1.48019e-51,0.117054,5000,1.60352,15.6074,1,0.603516,0.0537109,0.0537109
6106,1.48164e-51,0.117039,5000,1.5957,15.6963,1,0.595703,0.0410156,0.0410156
6107,1.48164e-51,0.117039,5000,1.60059,15.7109,1,0.600586,0.0390625,0.0390625
6108,1.47875e-51,0.117103,5000,1.59473,15.7266,0.999023,0.595703,0.0527344,0.0527344
6109,1.48019e-51,0.117073,5000,1.60156,15.6641,0.999023,0.602539,0.0449219,0.0449219
6110,1.48164e-51,0.117039,5000,1.60547,15.6982,1,0.605469,0.0527344,0.0527344
6111,1.47875e-51,0.117108,5000,1.60547,15.6211,0.998047,0.607422,0.046875,0.046875
6112,1.48164e-51,0.117039,5000,1.60352,15.6348,1,0.603516,0.0361328,0.0361328
6113,1.48019e-51,0.117054,5000,1.61035,15.6152,1,0.610352,0.0400391,0.0400391
6114,1.48164e-51,0.117039,5000,1.61914,15.7305,1,0.619141,0.0390625,0.0390625
6115,1.48164e-51,0.117039,5000,1.60059,15.6943,1,0.600586,0.0507812,0.0507812
6116,1.48164e-51,0.117039,5000,1.61719,15.6885,1,0.617188,0.046875,0.046875
6117,1.48164e-51,0.117039,5000,1.6084,15.6084,1,0.608398,0.0478516,0.0478516
6118,1.48164e-51,0.117039,5000,1.59277,15.6016,1,0.592773,0.0605469,0.0605469
6119,1.48164e-51,0.117039,5000,1.5957,15.6211,1,0.595703,0.046875,0.046875
6120,1.48164e-51,0.117039,5000,1.60059,15.5908,1,0.600586,0.0458984,0.0458984
6121,1.48164e-51,0.117039,5000,1.60059,15.5469,1,0.600586,0.0429688,0.0429688
6122,1.48019e-51,0.117054,5000,1.60156,15.5566,1,0.601562,0.0410156,0.0410156
6123,1.48075e-51,0.11704,5000,1.61719,15.5645,1,0.617188,0.0458984,0.0458984
6124,1.48164e-51,0.117039,5000,1.62891,15.5459,1,0.628906,0.0664062,0.0664062
6125,1.48019e-51,0.117054,5000,1.63086,15.4961,1,0.630859,0.0478516,0.0478516
6126,1.48164e-51,0.117039,5000,1.63477,15.4883,1,0.634766,0.0400391,0.0400391
6127,1.48164e-51,0.117039,5000,1.63672,15.4785,1,0.636719,0.0517578,0.0517578
6128,1.48164e-51,0.117039,5000,1.62891,15.4951,1,0.628906,0.0458984,0.0458984
6129,1.48019e-51,0.117073,5000,1.62793,15.4639,0.999023,0.628906,0.0449219,0.0449219
6130,1.47875e-51,0.117103,5000,1.61426,15.4531,0.999023,0.615234,0.0634766,0.0634766
6131,1.48164e-51,0.117039,5000,1.60449,15.4248,1,0.604492,0.0498047,0.0498047
6132,1.48019e-51,0.117054,5000,1.59082,15.415,1,0.59082,0.046875,0.046875
6133,1.48075e-51,0.11704,5000,1.57422,15.4189,1,0.574219,0.0585938,0.0585938
6134,1.47985e-51,0.117041,5000,1.55176,15.4111,1,0.551758,0.0546875,0.0546875
6135,1.47785e-51,0.117089,5000,1.56055,15.4395,0.999023,0.561523,0.0576172,0.0576172
6136,1.48075e-51,0.11704,5000,1.5459,15.4424,1,0.545898,0.0664062,0.0664062
6137,1.48164e-51,0.117039,5000,1.55469,15.4502,1,0.554688,0.0595703,0.0595703
6138,1.48019e-51,0.117073,5000,1.54297,15.4629,0.999023,0.543945,0.0527344,0.0527344
6139,1.48019e-51,0.117073,5000,1.53125,15.4717,0.999023,0.532227,0.0488281,0.0488281
6140,1.48019e-51,0.117073,5000,1.5127,15.4727,0.999023,0.513672,0.0527344,0.0527344
6141,1.48019e-51,0.117068,5000,1.51465,15.4688,1,0.514648,0.0400391,0.0400391
6142,1.48164e-51,0.117039,5000,1.49609,15.4512,1,0.496094,0.0585938,0.0585938
6143,1.48164e-51,0.117039,5000,1.49414,15.373,1,0.494141,0.0556641,0.0556641
6144,1.48164e-51,0.117039,5000,1.49707,15.3545,1,0.49707,0.0507812,0.0507812
6145,1.48019e-51,0.117054,5000,1.52051,15.375,1,0.520508,0.0478516,0.0478516
6146,1.48019e-51,0.117073,5000,1.51074,15.3545,0.999023,0.511719,0.0566406,0.0566406
6147,1.47875e-51,0.117116,5000,1.51758,15.3545,0.999023,0.518555,0.0566406,0.0566406
6148,1.48164e-51,0.117039,5000,1.53223,15.3486,1,0.532227,0.0478516,0.0478516
6149,1.48164e-51,0.117039,5000,1.53516,15.3477,1,0.535156,0.0419922,0.0419922
6150,1.48164e-51,0.117039,5000,1.5166,15.3818,1,0.516602,0.0576172,0.0576172
6151,1.48164e-51,0.117039,5000,1.52637,15.3486,1,0.526367,0.0556641,0.0556641
6152,1.48164e-51,0.117039,5000,1.53711,15.3701,1,0.537109,0.046875,0.046875
6153,1.4773e-51,0.117137,5000,1.52344,15.3496,0.998047,0.525391,0.0507812,0.0507812
6154,1.48164e-51,0.117039,5000,1.53711,15.3672,1,0.537109,0.0576172,0.0576172
6155,1.48164e-51,0.117039,5000,1.54688,15.3633,1,0.546875,0.0527344,0.0527344
6156,1.48164e-51,0.117039,5000,1.54785,15.3574,1,0.547852,0.0410156,0.0410156
6157,1.48019e-51,0.117073,5000,1.54297,15.3652,0.999023,0.543945,0.0458984,0.0458984
6158,1.48164e-51,0.117039,5000,1.54004,15.374,1,0.540039,0.0458984,0.0458984
6159,1.47875e-51,0.117069,5000,1.55469,15.3721,1,0.554688,0.0449219,0.0449219
6160,1.48164e-51,0.117039,5000,1.56152,15.4492,1,0.561523,0.0449219,0.0449219
6161,1.48164e-51,0.117039,5000,1.53613,15.4277,1,0.536133,0.0439453,0.0439453
6162,1.48164e-51,0.117039,5000,1.52637,15.4561,1,0.526367,0.0595703,0.0595703
6163,1.48019e-51,0.117073,5000,1.52734,15.4883,0.999023,0.52832,0.0488281,0.0488281
6164,1.48164e-51,0.117039,5000,1.53906,15.502,1,0.539062,0.0449219,0.0449219
6165,1.48164e-51,0.117039,5000,1.53711,15.5137,1,0.537109,0.0576172,0.0576172
6166,1.48058e-51,0.11704,5000,1.5293,15.4746,1.00098,0.52832,0.0507812,0.0507812
6167,1.48164e-51,0.117039,5000,1.53711,15.4609,1,0.537109,0.0527344,0.0527344
6168,1.48019e-51,0.117073,5000,1.54883,15.4492,0.999023,0.549805,0.0537109,0.0537109
6169,1.48019e-51,0.117081,5000,1.53906,15.4668,1,0.539062,0.0478516,0.0478516
6170,1.48019e-51,0.117054,5000,1.53027,15.5059,1,0.530273,0.0625,0.0625
6171,1.48164e-51,0.117039,5000,1.53027,15.5469,1,0.530273,0.0449219,0.0449219
6172,1.48164e-51,0.117039,5000,1.54297,15.5518,1,0.542969,0.046875,0.046875
6173,1.48164e-51,0.117039,5000,1.53906,15.582,1,0.539062,0.0527344,0.0527344
6174,1.4793e-51,0.117055,5000,1.5459,15.5557,1,0.545898,0.0322266,0.0322266
6175,1.48019e-51,0.117054,5000,1.55566,15.5186,1,0.555664,0.0546875,0.0546875
6176,1.48164e-51,0.117039,5000,1.55078,15.4922,1,0.550781,0.046875,0.046875
6177,1.48019e-51,0.117061,5000,1.58008,15.541,1,0.580078,0.0595703,0.0595703
6178,1.48164e-51,0.117039,5000,1.59082,15.5098,1,0.59082,0.046875,0.046875
6179,1.48019e-51,0.117054,5000,1.56641,15.4883,1,0.566406,0.0488281,0.0488281
6180,1.48019e-51,0.117054,5000,1.56641,15.5234,1,0.566406,0.0537109,0.0537109
6181,1.48164e-51,0.117039,5000,1.56934,15.583,1,0.569336,0.0507812,0.0507812
6182,1.47875e-51,0.117108,5000,1.55664,15.5654,0.998047,0.558594,0.0410156,0.0410156
6183,1.48019e-51,0.117073,5000,1.54688,15.5527,0.999023,0.547852,0.046875,0.046875
6184,1.48164e-51,0.117039,5000,1.54102,15.5078,1,0.541016,0.0488281,0.0488281
6185,1.48164e-51,0.117039,5000,1.53809,15.4736,1,0.538086,0.0488281,0.0488281
6186,1.48164e-51,0.117039,5000,1.56152,15.4932,1,0.561523,0.0527344,0.0527344
6187,1.48019e-51,0.117054,5000,1.5791,15.46,1,0.579102,0.0683594,0.0683594
